word,categories
demoralizes,afinn_negative
demoralizing,afinn_negative
denial,"afinn_negative, nrc_negative"
denials,afinn_negative
denied,"afinn_negative, nrc_negative, nrc_sadness, vader_negative"
denier,"afinn_negative, vader_negative"
deniers,"afinn_negative, vader_negative"
denies,"afinn_negative, vader_negative"
denounce,"afinn_negative, nrc_anger, nrc_disgust, nrc_negative, vader_negative"
denounces,"afinn_negative, vader_negative"
dent,afinn_negative
dentistry,nrc_fear
denunciation,"nrc_anger, nrc_disgust, nrc_fear, nrc_negative"
deny,"afinn_negative, nrc_anger, nrc_negative, vader_negative"
denying,"afinn_negative, nrc_anticipation, nrc_negative, vader_negative"
depart,"nrc_anticipation, nrc_sadness"
departed,"nrc_negative, nrc_sadness"
departure,"nrc_negative, nrc_sadness"
depend,"nrc_anticipation, nrc_trust"
dependable,trust_extended
dependence,"nrc_fear, nrc_negative, nrc_sadness"
dependency,nrc_negative
dependent,"nrc_negative, nrc_positive, nrc_trust"
deplorable,"nrc_anger, nrc_disgust, nrc_fear, nrc_negative, nrc_sadness"
deplore,"afinn_very_negative, nrc_anger, nrc_disgust, nrc_negative, nrc_sadness"
deplored,afinn_very_negative
deplores,afinn_very_negative
deploring,afinn_very_negative
deport,"afinn_negative, nrc_fear, nrc_negative, nrc_sadness"
deportation,"afinn_negative, nrc_anger, nrc_fear, nrc_negative, nrc_sadness"
deportations,afinn_negative
deported,afinn_negative
deporting,afinn_negative
deports,afinn_negative
depository,nrc_trust
depraved,"nrc_anger, nrc_anticipation, nrc_disgust, nrc_fear, nrc_negative, nrc_sadness"
depravity,"nrc_anger, nrc_disgust, nrc_negative"
depreciate,"nrc_anger, nrc_disgust, nrc_negative"
depreciated,"nrc_anger, nrc_disgust, nrc_fear, nrc_negative, nrc_sadness"
depreciation,"nrc_fear, nrc_negative"
depress,"nrc_fear, nrc_negative, nrc_sadness, vader_very_negative"
depressant,vader_negative
depressants,vader_negative
depressed,"afinn_negative, nrc_anger, nrc_fear, nrc_negative, nrc_sadness, sadness_extended, vader_very_negative"
depresses,vader_very_negative
depressible,vader_negative
depressing,"afinn_negative, nrc_disgust, nrc_negative, nrc_sadness, vader_negative"
depressingly,vader_very_negative
depression,"nrc_negative, nrc_sadness, vader_very_negative"
depressions,vader_very_negative
depressive,"nrc_negative, nrc_sadness, vader_negative"
depressively,vader_very_negative
depressives,vader_negative
depressor,vader_negative
depressors,vader_negative
depressurization,vader_negative
depressurizations,vader_negative
depressurize,vader_negative
depressurized,vader_negative
depressurizes,vader_negative
depressurizing,vader_negative
deprival,vader_very_negative
deprivals,vader_negative
deprivation,"afinn_very_negative, nrc_anger, nrc_disgust, nrc_fear, nrc_negative, nrc_sadness, vader_negative"
deprivations,vader_negative
deprive,vader_very_negative
deprived,vader_very_negative
depriver,vader_negative
deprivers,vader_negative
deprives,vader_negative
depriving,vader_very_negative
depth,"nrc_positive, nrc_trust"
deputy,nrc_trust
derail,"afinn_negative, vader_negative"
derailed,"afinn_negative, vader_negative"
derails,"afinn_negative, vader_negative"
deranged,"nrc_anger, nrc_disgust, nrc_fear, nrc_negative"
derelict,"afinn_negative, nrc_negative"
deride,"afinn_negative, vader_negative"
derided,"afinn_negative, vader_negative"
derides,"afinn_negative, vader_negative"
deriding,"afinn_negative, vader_negative"
derision,"afinn_negative, nrc_anger, nrc_disgust, nrc_negative, vader_negative"
dermatologist,nrc_trust
derogation,"nrc_anger, nrc_disgust, nrc_fear, nrc_negative, nrc_sadness"
derogatory,"nrc_anger, nrc_disgust, nrc_fear, nrc_negative, nrc_sadness"
descent,"nrc_fear, nrc_sadness"
descriptive,nrc_positive
desecration,"nrc_anger, nrc_disgust, nrc_fear, nrc_negative, nrc_sadness"
desert,"nrc_anger, nrc_disgust, nrc_fear, nrc_negative, nrc_sadness"
deserted,"nrc_anger, nrc_disgust, nrc_fear, nrc_negative, nrc_sadness"
desertion,nrc_negative
deserve,"nrc_anger, nrc_anticipation, nrc_positive, nrc_trust"
deserved,nrc_positive
designation,nrc_trust
designer,nrc_positive
desirable,"afinn_positive, nrc_positive, vader_positive"
desire,"afinn_positive, vader_positive"
desired,"afinn_positive, vader_positive"
desiring,"anticipation_extended, nrc_positive"
desirous,"afinn_positive, nrc_positive, vader_positive"
desist,"nrc_anger, nrc_disgust, nrc_negative"
desolate,loneliness_isolation
desolation,"nrc_fear, nrc_negative, nrc_sadness"
despair,"afinn_very_negative, nrc_anger, nrc_disgust, nrc_fear, nrc_negative, nrc_sadness, vader_negative"
despaired,vader_very_negative
despairer,vader_negative
despairers,vader_negative
despairing,"afinn_very_negative, nrc_fear, nrc_negative, nrc_sadness, sadness_extended, vader_very_negative"
despairingly,vader_very_negative
despairs,"afinn_very_negative, vader_very_negative"
desperate,"afinn_very_negative, nrc_negative, vader_negative"
desperately,"afinn_very_negative, vader_negative"
desperateness,vader_negative
desperation,vader_very_negative
desperations,vader_very_negative
despicable,"nrc_anger, nrc_disgust, nrc_negative"
despise,"nrc_anger, nrc_disgust, nrc_negative, vader_negative"
despised,vader_negative
despisement,vader_very_negative
despisements,vader_very_negative
despiser,vader_negative
despisers,vader_negative
despises,vader_very_negative
despising,vader_very_negative
despondent,"afinn_very_negative, sadness_extended, vader_very_negative"
despotic,"nrc_fear, nrc_negative"
despotism,"nrc_anger, nrc_disgust, nrc_fear, nrc_negative, nrc_sadness"
destination,"nrc_anticipation, nrc_fear, nrc_joy, nrc_positive, nrc_sadness, nrc_surprise"
destined,nrc_anticipation
destitute,"nrc_fear, nrc_negative, nrc_sadness"
destroy,"afinn_very_negative, vader_very_negative"
destroyed,"afinn_very_negative, nrc_anger, nrc_fear, nrc_negative, nrc_sadness, vader_very_negative"
destroyer,"nrc_anger, nrc_fear, nrc_negative, vader_very_negative"
destroyers,vader_very_negative
destroying,"afinn_very_negative, nrc_anger, nrc_fear, nrc_negative, nrc_sadness, vader_very_negative"
destroys,"afinn_very_negative, vader_very_negative"
destruct,vader_very_negative
destructed,vader_negative
destructibility,vader_negative
destructible,vader_negative
destructing,vader_very_negative
destruction,"afinn_very_negative, nrc_anger, nrc_negative, vader_very_negative"
destructionist,vader_very_negative
destructionists,vader_very_negative
destructions,vader_very_negative
destructive,"afinn_very_negative, nrc_anger, nrc_disgust, nrc_fear, nrc_negative, vader_very_negative"
destructively,vader_very_negative
destructiveness,vader_very_negative
destructivity,vader_very_negative
destructs,vader_very_negative
detached,"afinn_negative, boredom_apathy, vader_negative"
detachment,nrc_negative
detain,"afinn_negative, nrc_negative, vader_negative"
detained,"afinn_negative, vader_negative"
detainee,"nrc_anger, nrc_anticipation, nrc_fear, nrc_negative, nrc_sadness"
detect,nrc_positive
detection,nrc_positive
detention,"afinn_negative, nrc_negative, nrc_sadness, vader_negative"
deteriorate,"afinn_negative, nrc_fear, nrc_negative, nrc_sadness"
deteriorated,"afinn_negative, nrc_disgust, nrc_negative, nrc_sadness"
deteriorates,afinn_negative
deteriorating,afinn_negative
deterioration,"nrc_anger, nrc_disgust, nrc_fear, nrc_negative, nrc_sadness"
determinable,vader_positive
determinableness,vader_positive
determinably,vader_positive
determinacy,vader_positive
determinant,vader_positive
determinantal,vader_negative
determinate,"nrc_anticipation, nrc_trust, vader_positive"
determinately,vader_positive
determinateness,vader_positive
determination,"nrc_positive, nrc_trust, vader_positive"
determinations,vader_positive
determinative,vader_positive
determinatives,vader_positive
determinator,vader_positive
determined,"afinn_positive, nrc_positive, vader_positive"
deterrent,afinn_negative
detest,"nrc_anger, nrc_disgust, nrc_negative"
detesting,disgust_extended
detonate,"nrc_fear, nrc_negative, nrc_surprise"
detonation,nrc_anger
detract,"afinn_negative, nrc_anger, nrc_negative"
detracted,afinn_negative
detracts,afinn_negative
detriment,nrc_negative
detrimental,nrc_negative
detritus,nrc_negative
devastate,"afinn_negative, nrc_anger, nrc_fear, nrc_negative, nrc_sadness, vader_very_negative"
devastated,"afinn_negative, sadness_extended, vader_very_negative"
devastates,vader_very_negative
devastating,"afinn_negative, nrc_anger, nrc_disgust, nrc_fear, nrc_negative, nrc_sadness, nrc_trust, vader_very_negative"
devastatingly,vader_very_negative
devastation,"afinn_negative, nrc_anger, nrc_fear, nrc_negative, nrc_sadness, nrc_surprise, vader_negative"
devastations,"afinn_negative, vader_negative"
devastative,vader_very_negative
devastator,vader_very_negative
devastators,vader_very_negative
develop,"nrc_anticipation, nrc_positive"
deviation,nrc_sadness
devil,"nrc_anger, nrc_anticipation, nrc_disgust, nrc_fear, nrc_negative, nrc_sadness, vader_very_negative"
deviled,vader_negative
devilfish,vader_negative
devilfishes,vader_negative
deviling,vader_very_negative
devilish,"nrc_disgust, nrc_fear, nrc_negative, vader_very_negative"
devilishly,vader_negative
devilishness,vader_very_negative
devilkin,vader_very_negative
devilled,vader_very_negative
devilling,vader_negative
devilment,vader_negative
devilments,vader_negative
devilries,vader_negative
devilry,vader_very_negative
devils,vader_very_negative
deviltries,vader_negative
deviltry,vader_very_negative
devilwood,vader_negative
devilwoods,vader_negative
devious,nrc_negative
devolution,nrc_negative
devote,vader_positive
devoted,"afinn_very_positive, love_affection, trust_extended, vader_positive"
devotedly,vader_positive
devotedness,vader_very_positive
devotee,vader_positive
devotees,vader_positive
devotement,vader_positive
devotements,vader_positive
devotes,vader_positive
devoting,vader_very_positive
devotion,"afinn_positive, vader_very_positive"
devotional,"afinn_positive, nrc_positive, nrc_trust, vader_positive"
devotionally,vader_very_positive
devotionals,vader_positive
devotions,vader_positive
devour,nrc_negative
devout,"nrc_anticipation, nrc_joy, nrc_positive, nrc_trust"
dexterity,nrc_positive
diabolical,"nrc_anger, nrc_disgust, nrc_fear, nrc_negative"
diagnosis,"nrc_anticipation, nrc_fear, nrc_negative, nrc_trust"
diamond,"afinn_positive, nrc_joy, nrc_positive, vader_positive"
diaper,nrc_disgust
diarrhoea,nrc_disgust
diary,"nrc_joy, nrc_positive, nrc_trust"
diatribe,"nrc_anger, nrc_disgust, nrc_negative"
dick,"afinn_very_negative, vader_very_negative"
dickhead,"afinn_very_negative, vader_very_negative"
dictator,"nrc_fear, nrc_negative"
dictatorial,"nrc_anger, nrc_negative"
dictatorship,"nrc_anger, nrc_anticipation, nrc_disgust, nrc_fear, nrc_negative, nrc_sadness"
dictionary,"nrc_positive, nrc_trust"
dictum,nrc_trust
didactic,nrc_positive
die,"afinn_very_negative, nrc_fear, nrc_negative, nrc_sadness, vader_very_negative"
died,"afinn_very_negative, vader_very_negative"
dietary,"nrc_anticipation, nrc_positive"
differential,nrc_trust
differently,nrc_surprise
difficult,"afinn_negative, nrc_fear, vader_negative"
difficulties,"nrc_negative, nrc_sadness, vader_negative"
difficultly,vader_negative
difficulty,"nrc_anger, nrc_fear, nrc_negative, nrc_sadness, vader_negative"
diffident,"afinn_negative, vader_negative"
digit,nrc_trust
dignified,"nrc_positive, pride_confidence, vader_very_positive"
dignifies,vader_very_positive
dignify,vader_positive
dignifying,vader_very_positive
dignitaries,vader_positive
dignitary,vader_positive
dignities,vader_positive
dignity,"afinn_positive, nrc_positive, nrc_trust, vader_positive"
digress,"nrc_anticipation, nrc_negative"
dike,nrc_fear
dilapidated,"nrc_disgust, nrc_negative, nrc_sadness"
dilemma,"afinn_negative, vader_negative"
diligence,"nrc_positive, nrc_trust"
dilligence,afinn_positive
dilute,nrc_negative
diminish,"nrc_negative, nrc_sadness"
diminished,nrc_negative
din,nrc_negative
dinner,nrc_positive
dinosaur,nrc_fear
diplomacy,"nrc_anticipation, nrc_positive, nrc_trust"
diplomatic,"nrc_positive, nrc_trust"
dipshit,"afinn_very_negative, vader_very_negative"
dire,"afinn_very_negative, nrc_disgust, nrc_fear, nrc_negative, nrc_sadness, nrc_surprise, vader_very_negative"
director,"nrc_positive, nrc_trust"
direful,"afinn_very_negative, vader_very_negative"
dirt,"afinn_negative, nrc_disgust, nrc_negative, vader_negative"
dirtier,"afinn_negative, vader_negative"
dirtiest,"afinn_negative, vader_very_negative"
dirty,"afinn_negative, nrc_disgust, nrc_negative, vader_negative"
disabilities,afinn_negative
disability,"afinn_negative, nrc_negative, nrc_sadness"
disable,"nrc_fear, nrc_negative, nrc_sadness"
disabled,"nrc_fear, nrc_negative, nrc_sadness"
disabling,"afinn_negative, vader_very_negative"
disadvantage,"afinn_negative, vader_negative"
disadvantaged,"afinn_negative, vader_negative"
disadvantageous,vader_negative
disadvantageously,vader_very_negative
disadvantageousness,vader_negative
disadvantages,vader_negative
disaffected,nrc_negative
disagree,"afinn_negative, nrc_anger, nrc_negative, vader_negative"
disagreeable,"afinn_negative, vader_negative"
disagreeableness,vader_negative
disagreeablenesses,vader_negative
disagreeably,vader_negative
disagreed,vader_negative
disagreeing,"nrc_anger, nrc_negative, nrc_sadness, vader_negative"
disagreement,"afinn_negative, nrc_anger, nrc_negative, nrc_sadness, vader_negative"
disagreements,vader_negative
disagrees,vader_negative
disallowed,"nrc_anger, nrc_disgust, nrc_fear, nrc_negative, nrc_sadness"
disappear,"afinn_negative, nrc_fear, vader_negative"
disappeared,"afinn_negative, vader_negative"
disappears,"afinn_negative, vader_negative"
disappoint,"afinn_negative, nrc_anger, nrc_disgust, nrc_negative, nrc_sadness, vader_negative"
disappointed,"afinn_negative, nrc_anger, nrc_disgust, nrc_negative, nrc_sadness, sadness_extended, vader_very_negative"
disappointedly,vader_negative
disappointing,"afinn_negative, nrc_negative, nrc_sadness, vader_very_negative"
disappointingly,vader_negative
disappointment,"afinn_negative, nrc_disgust, nrc_negative, nrc_sadness, vader_very_negative"
disappointments,"afinn_negative, vader_very_negative"
disappoints,"afinn_negative, vader_negative"
disapproval,"afinn_negative, nrc_negative, nrc_sadness"
disapprovals,afinn_negative
disapprove,"afinn_negative, nrc_anger, nrc_disgust, nrc_fear, nrc_negative, nrc_sadness"
disapproved,"afinn_negative, nrc_anger, nrc_negative, nrc_sadness"
disapproves,afinn_negative
disapproving,"afinn_negative, nrc_anger, nrc_disgust, nrc_negative, nrc_sadness"
disaster,"afinn_negative, nrc_anger, nrc_disgust, nrc_fear, nrc_negative, nrc_sadness, nrc_surprise, vader_very_negative"
disasters,"afinn_negative, vader_very_negative"
disastrous,"afinn_very_negative, nrc_anger, nrc_fear, nrc_negative, nrc_sadness, vader_very_negative"
disbelieve,"afinn_negative, nrc_negative, vader_negative"
disbelieving,surprise_extended
discard,"afinn_negative, vader_negative"
discarded,"afinn_negative, vader_negative"
discarding,"afinn_negative, vader_negative"
discards,"afinn_negative, nrc_negative, vader_negative"
discernment,afinn_positive
discharge,nrc_negative
disciple,nrc_trust
discipline,"nrc_fear, nrc_negative"
disclaim,"nrc_anger, nrc_disgust, nrc_negative, nrc_trust"
disclosed,nrc_trust
discoloration,"nrc_disgust, nrc_negative"
discolored,"nrc_disgust, nrc_negative, nrc_sadness"
discombobulated,confusion_uncertainty
discomfort,"afinn_negative, nrc_negative, nrc_sadness, vader_negative"
discomfortable,vader_negative
discomforted,vader_negative
discomforting,vader_negative
discomforts,vader_negative
disconnect,"nrc_negative, nrc_sadness"
disconnected,"boredom_apathy, loneliness_isolation, nrc_negative, nrc_sadness"
disconnection,nrc_negative
disconsolate,"afinn_negative, vader_very_negative"
disconsolation,"afinn_negative, vader_negative"
discontent,"nrc_anger, nrc_disgust, nrc_fear, nrc_negative, nrc_sadness"
discontented,"afinn_negative, vader_negative"
discontinue,nrc_negative
discontinuity,"nrc_disgust, nrc_fear, nrc_negative, nrc_sadness"
discord,"afinn_negative, nrc_anger, nrc_disgust, nrc_negative, vader_negative"
discounted,"afinn_negative, vader_positive"
discourage,"nrc_fear, nrc_negative, nrc_sadness, vader_negative"
discourageable,vader_negative
discouraged,"afinn_negative, vader_negative"
discouragement,"nrc_negative, vader_very_negative"
discouragements,vader_negative
discourager,vader_negative
discouragers,vader_negative
discourages,vader_negative
discouraging,vader_negative
discouragingly,vader_negative
discovery,nrc_positive
discredit,nrc_negative
discredited,"afinn_negative, vader_negative"
discreet,"nrc_anticipation, nrc_positive"
discretion,"nrc_anticipation, nrc_positive, nrc_trust"
discretionary,nrc_positive
discriminate,"afinn_negative, nrc_anger, nrc_negative, nrc_sadness"
discriminated,afinn_negative
discriminates,afinn_negative
discriminating,"afinn_negative, nrc_disgust, nrc_negative"
discrimination,"nrc_anger, nrc_disgust, nrc_fear, nrc_negative, nrc_sadness"
discriminatory,afinn_negative
discussion,nrc_positive
disdain,"afinn_negative, nrc_anger, nrc_disgust, nrc_negative, vader_very_negative"
disdainful,disgust_extended
disease,"afinn_negative, nrc_anger, nrc_disgust, nrc_fear, nrc_negative, nrc_sadness"
diseased,"nrc_disgust, nrc_fear, nrc_negative, nrc_sadness"
diseases,afinn_negative
disembodied,"nrc_fear, nrc_negative, nrc_sadness"
disengagement,nrc_negative
disfigured,"nrc_anger, nrc_disgust, nrc_fear, nrc_negative, nrc_sadness"
disgrace,"afinn_negative, nrc_anger, nrc_disgust, nrc_negative, nrc_sadness, vader_very_negative"
disgraced,"afinn_negative, nrc_anger, nrc_disgust, nrc_negative, nrc_sadness, shame_guilt, vader_very_negative"
disgraceful,"nrc_anger, nrc_disgust, nrc_negative"
disgruntled,"nrc_anger, nrc_disgust, nrc_negative, nrc_sadness"
disguise,"afinn_negative, vader_negative"
disguised,"afinn_negative, vader_negative"
disguises,"afinn_negative, vader_negative"
disguising,"afinn_negative, vader_negative"
disgust,"afinn_very_negative, nrc_anger, nrc_disgust, nrc_fear, nrc_negative, nrc_sadness, vader_very_negative"
disgusted,"afinn_very_negative, disgust_extended, vader_very_negative"
disgustedly,vader_very_negative
disgustful,"afinn_very_negative, vader_very_negative"
disgusting,"afinn_very_negative, nrc_anger, nrc_disgust, nrc_fear, nrc_negative, vader_very_negative"
disgustingly,vader_very_negative
disgusts,vader_very_negative
dishearten,vader_very_negative
disheartened,"afinn_negative, nrc_negative, nrc_sadness, vader_very_negative"
disheartening,"nrc_negative, nrc_sadness, vader_negative"
dishearteningly,vader_very_negative
disheartenment,vader_very_negative
disheartenments,vader_very_negative
disheartens,vader_very_negative
dishonest,"afinn_negative, nrc_anger, nrc_disgust, nrc_negative, nrc_sadness, vader_very_negative"
dishonesty,"nrc_disgust, nrc_negative"
dishonor,"nrc_anger, nrc_disgust, nrc_fear, nrc_negative, nrc_sadness"
dishonored,shame_guilt
disillusion,vader_negative
disillusioned,"afinn_negative, sadness_extended, vader_negative"
disillusioning,vader_negative
disillusionment,"nrc_anger, nrc_disgust, nrc_negative, nrc_sadness, vader_negative"
disillusionments,vader_negative
disillusions,vader_negative
disinclined,"afinn_negative, vader_negative"
disinfection,nrc_positive
disinformation,"nrc_anger, nrc_fear, nrc_negative"
disingenuous,"nrc_disgust, nrc_negative"
disintegrate,"nrc_disgust, nrc_fear, nrc_negative"
disintegration,nrc_negative
disinterested,nrc_negative
disjointed,"afinn_negative, vader_negative"
dislike,"afinn_negative, nrc_anger, nrc_disgust, nrc_negative, vader_negative"
disliked,"afinn_negative, nrc_anger, nrc_negative, nrc_sadness, vader_negative"
dislikes,"afinn_negative, vader_negative"
disliking,vader_negative
dislocated,"nrc_anger, nrc_disgust, nrc_fear, nrc_negative, nrc_sadness"
dismal,"afinn_negative, nrc_disgust, nrc_fear, nrc_negative, nrc_sadness, sadness_extended, vader_very_negative"
dismay,"nrc_anger, nrc_anticipation, nrc_fear, nrc_negative, nrc_sadness, nrc_surprise, vader_negative"
dismayed,"afinn_negative, vader_negative"
dismaying,vader_very_negative
dismayingly,vader_negative
dismays,vader_negative
dismemberment,"nrc_disgust, nrc_fear, nrc_negative, nrc_sadness"
dismissal,"nrc_anger, nrc_disgust, nrc_fear, nrc_negative, nrc_sadness, nrc_surprise"
dismissed,afinn_negative
disobedience,"nrc_anger, nrc_disgust, nrc_negative"
disobedient,"nrc_anger, nrc_negative"
disobey,"nrc_anger, nrc_disgust, nrc_negative"
disorder,"afinn_negative, nrc_fear, nrc_negative, vader_negative"
disorderly,nrc_negative
disorders,afinn_negative
disorganized,"afinn_negative, nrc_negative, vader_negative"
disoriented,"afinn_negative, confusion_uncertainty, vader_negative"
disparage,"afinn_negative, nrc_anger, nrc_disgust, nrc_negative, nrc_sadness, vader_very_negative"
disparaged,"afinn_negative, vader_negative"
disparages,"afinn_negative, vader_negative"
disparaging,"afinn_negative, nrc_anger, nrc_disgust, nrc_negative, nrc_sadness, vader_very_negative"
disparity,"nrc_anger, nrc_disgust, nrc_negative, nrc_sadness"
dispassionate,"nrc_negative, nrc_sadness"
dispel,"nrc_negative, nrc_sadness"
dispersion,nrc_negative
displace,nrc_negative
displaced,"nrc_anger, nrc_fear, nrc_sadness"
displeased,"afinn_negative, nrc_anger, nrc_disgust, nrc_fear, nrc_negative, nrc_sadness, vader_negative"
displeasure,"afinn_negative, nrc_disgust, nrc_negative"
disposal,nrc_negative
dispose,nrc_disgust
disposed,"nrc_anticipation, nrc_positive, nrc_trust"
dispossessed,"nrc_anger, nrc_fear, nrc_negative, nrc_sadness"
disproportionate,afinn_negative
dispute,"afinn_negative, nrc_anger, nrc_negative, vader_negative"
disputed,"afinn_negative, vader_negative"
disputes,"afinn_negative, vader_negative"
disputing,"afinn_negative, vader_negative"
disqualification,nrc_negative
disqualified,"afinn_negative, nrc_anger, nrc_disgust, nrc_negative, nrc_sadness, vader_negative"
disqualify,"nrc_negative, nrc_sadness"
disquiet,"afinn_negative, vader_negative"
disregard,"afinn_negative, nrc_negative, vader_negative"
disregarded,"afinn_negative, nrc_disgust, nrc_negative, vader_negative"
disregarding,"afinn_negative, vader_negative"
disregards,"afinn_negative, vader_negative"
disreputable,"nrc_anger, nrc_disgust, nrc_fear, nrc_negative"
disrespect,"afinn_negative, nrc_anger, nrc_negative, vader_negative"
disrespected,"afinn_negative, vader_very_negative"
disrespectful,"nrc_anger, nrc_disgust, nrc_fear, nrc_negative, nrc_sadness"
disrupt,afinn_negative
disrupted,afinn_negative
disrupting,afinn_negative
disruption,"afinn_negative, nrc_anger, nrc_fear, nrc_negative, nrc_surprise, vader_negative"
disruptions,"afinn_negative, vader_negative"
disruptive,"afinn_negative, vader_negative"
disrupts,afinn_negative
dissatisfaction,"nrc_negative, vader_very_negative"
dissatisfactions,vader_negative
dissatisfactory,vader_very_negative
dissatisfied,"afinn_negative, vader_negative"
dissatisfies,vader_negative
dissatisfy,vader_very_negative
dissatisfying,vader_very_negative
dissection,nrc_disgust
disseminate,nrc_positive
dissension,"nrc_anger, nrc_negative"
dissenting,nrc_negative
disservice,"nrc_anger, nrc_disgust, nrc_negative, nrc_sadness"
dissident,"nrc_anger, nrc_fear, nrc_negative"
dissolution,"nrc_anger, nrc_fear, nrc_negative, nrc_sadness, nrc_surprise"
dissonance,"nrc_anger, nrc_negative"
distaste,"nrc_disgust, nrc_negative"
distasteful,"afinn_negative, nrc_disgust, nrc_negative"
distillation,nrc_positive
distinction,nrc_positive
distinguished,afinn_positive
distort,"afinn_negative, vader_negative"
distorted,"afinn_negative, nrc_disgust, nrc_negative, vader_negative"
distorting,"afinn_negative, vader_negative"
distortion,nrc_negative
distorts,"afinn_negative, vader_negative"
distract,"afinn_negative, nrc_negative, vader_negative"
distractable,vader_negative
distracted,"afinn_negative, nrc_anger, nrc_negative, vader_negative"
distractedly,vader_negative
distractibility,vader_negative
distractible,vader_negative
distracting,"nrc_anger, nrc_anticipation, nrc_negative, vader_negative"
distractingly,vader_negative
distraction,"afinn_negative, nrc_negative, vader_negative"
distractions,vader_negative
distractive,vader_negative
distracts,"afinn_negative, vader_negative"
distraught,"nrc_negative, nrc_sadness, vader_very_negative"
distress,"afinn_negative, nrc_anger, nrc_disgust, nrc_fear, nrc_negative, nrc_sadness, nrc_surprise, vader_very_negative"
distressed,"afinn_negative, nrc_fear, nrc_negative, vader_negative"
distresses,"afinn_negative, vader_negative"
distressful,vader_very_negative
distressfully,vader_negative
distressfulness,vader_very_negative
distressing,"afinn_negative, nrc_anger, nrc_fear, nrc_negative, vader_negative"
distressingly,vader_very_negative
distrust,"afinn_very_negative, nrc_anger, nrc_disgust, nrc_fear, nrc_negative, vader_negative"
distrusted,vader_very_negative
distrustful,"afinn_very_negative, vader_very_negative"
distrustfully,vader_negative
distrustfulness,vader_negative
distrusting,vader_very_negative
distrusts,vader_negative
disturb,"afinn_negative, vader_negative"
disturbance,"nrc_anger, nrc_fear, nrc_negative, nrc_sadness, nrc_surprise, vader_negative"
disturbances,vader_negative
disturbed,"afinn_negative, nrc_anger, nrc_negative, nrc_sadness, vader_negative"
disturber,vader_negative
disturbers,vader_very_negative
disturbing,"afinn_negative, vader_very_negative"
disturbingly,vader_very_negative
disturbs,"afinn_negative, vader_negative"
disuse,nrc_negative
disused,"nrc_anger, nrc_negative"
dithering,"afinn_negative, vader_negative"
ditty,"nrc_joy, nrc_positive"
divan,nrc_trust
divergent,"nrc_negative, nrc_surprise"
diverse,"nrc_negative, nrc_positive"
diversified,nrc_positive
diversion,"nrc_positive, nrc_surprise"
diverting,afinn_negative
divested,nrc_negative
divestment,nrc_negative
divination,"nrc_anticipation, vader_positive"
divinations,vader_positive
divinatory,vader_positive
divine,vader_very_positive
divined,vader_positive
divinely,vader_very_positive
diviner,vader_positive
diviners,vader_positive
divines,vader_positive
divinest,vader_very_positive
diving,vader_positive
divining,vader_positive
divinise,vader_positive
divinities,vader_positive
divinity,"nrc_positive, vader_very_positive"
divinize,vader_very_positive
divorce,"nrc_anger, nrc_disgust, nrc_fear, nrc_negative, nrc_sadness, nrc_surprise, nrc_trust"
dizziness,nrc_negative
dizzy,"afinn_negative, nrc_negative, vader_negative"
doa,vader_very_negative
docked,nrc_negative
doctor,"nrc_positive, nrc_trust"
doctrine,nrc_trust
dodging,"afinn_negative, vader_negative"
dodgy,"afinn_negative, vader_negative"
doer,nrc_positive
does not work,afinn_very_negative
dogged,nrc_positive
dogma,nrc_trust
doit,nrc_negative
doldrums,"nrc_negative, nrc_sadness"
dole,"nrc_negative, nrc_sadness"
doll,nrc_joy
dolor,"nrc_negative, nrc_sadness"
dolorous,"afinn_negative, vader_very_negative"
dolphin,"nrc_joy, nrc_positive, nrc_surprise, nrc_trust"
dominance,vader_positive
dominances,vader_negative
dominant,"nrc_fear, nrc_negative"
dominantly,vader_positive
dominants,vader_positive
dominate,"nrc_anger, nrc_fear, nrc_negative, nrc_positive, vader_negative"
dominates,vader_positive
dominating,vader_negative
domination,"nrc_anger, nrc_fear, nrc_negative, nrc_sadness, vader_negative"
dominations,vader_negative
dominative,vader_negative
dominators,vader_negative
dominatrices,vader_negative
dominatrix,vader_negative
dominatrixes,vader_positive
dominion,"nrc_fear, nrc_trust"
don,"nrc_positive, nrc_trust"
donate,afinn_positive
donated,afinn_positive
donates,afinn_positive
donating,afinn_positive
donation,"afinn_positive, nrc_positive"
donkey,"nrc_disgust, nrc_negative"
dont like,afinn_negative
doodle,nrc_negative
doom,"afinn_negative, nrc_fear, nrc_negative, vader_negative"
doomed,"afinn_negative, nrc_fear, nrc_negative, nrc_sadness, vader_very_negative"
doomful,vader_very_negative
dooming,vader_very_negative
dooms,vader_negative
doomsayer,vader_negative
doomsayers,vader_negative
doomsaying,vader_negative
doomsayings,vader_negative
doomsday,"nrc_anger, nrc_anticipation, nrc_disgust, nrc_fear, nrc_negative, nrc_sadness, vader_very_negative"
doomsdayer,vader_very_negative
doomsdays,vader_very_negative
doomster,vader_very_negative
doomsters,vader_negative
doomy,vader_negative
dork,vader_negative
dorkier,vader_negative
dorkiest,vader_negative
dorks,vader_negative
dorky,vader_negative
doubt,"afinn_negative, nrc_fear, nrc_negative, nrc_sadness, nrc_trust, vader_negative"
doubtable,vader_negative
doubted,"afinn_negative, vader_negative"
doubter,vader_negative
doubters,vader_negative
doubtful,"afinn_negative, confusion_uncertainty, nrc_negative, vader_negative"
doubtfully,vader_negative
